"Steps,"Dates","Interval"1,2012-10-01,0
108,2012-10-01,815
108,2012-10-01,820
108,2012-10-01,825
112,2012-10-01,830
117,2012-10-01,835
118,2012-10-01,840
118,2012-10-01,845
120,2012-10-01,850
121,2012-10-01,855
122,2012-10-01,900
122,2012-10-01,905
123,2012-10-01,910
123,2012-10-01,915
123,2012-10-01,920
124,2012-10-01,925
126,2012-10-01,930
130,2012-10-01,935
131,2012-10-01,940
131,2012-10-01,945
131,2012-10-01,950
132,2012-10-01,955
132,2012-10-01,1000
134,2012-10-01,1005
137,2012-10-01,1010
140,2012-10-01,1015
140,2012-10-01,1020
140,2012-10-01,1025
141,2012-10-01,1030
141,2012-10-01,1035
141,2012-10-01,1040
143,2012-10-01,1045
143,2012-10-01,1050
144,2012-10-01,1055
144,2012-10-01,1100
146,2012-10-01,1105
148,2012-10-01,1110
151,2012-10-01,1115
151,2012-10-01,1120
151,2012-10-01,1125
153,2012-10-01,1130
153,2012-10-01,1135
155,2012-10-01,1140
155,2012-10-01,1145
155,2012-10-01,1150
155,2012-10-01,1155
156,2012-10-01,1200
157,2012-10-01,1205
158,2012-10-01,1210
159,2012-10-01,1215
160,2012-10-01,1220
163,2012-10-01,1225
163,2012-10-01,1230
165,2012-10-01,1235
166,2012-10-01,1240
166,2012-10-01,1245
166,2012-10-01,1250
168,2012-10-01,1255
168,2012-10-01,1300
172,2012-10-01,1305
175,2012-10-01,1310
177,2012-10-01,1315
177,2012-10-01,1320
179,2012-10-01,1325
179,2012-10-01,1330
180,2012-10-01,1335
182,2012-10-01,1340
183,2012-10-01,1345
185,2012-10-01,1350
190,2012-10-01,1355
191,2012-10-01,1400
192,2012-10-01,1405
194,2012-10-01,1410
195,2012-10-01,1415
197,2012-10-01,1420
200,2012-10-01,1425
201,2012-10-01,1430
202,2012-10-01,1435
202,2012-10-01,1440
206,2012-10-01,1445
208,2012-10-01,1450
208,2012-10-01,1455
209,2012-10-01,1500
210,2012-10-01,1505
210,2012-10-01,1510
210,2012-10-01,1515
212,2012-10-01,1520
214,2012-10-01,1525
214,2012-10-01,1530
214,2012-10-01,1535
215,2012-10-01,1540
216,2012-10-01,1545
219,2012-10-01,1550
220,2012-10-01,1555
220,2012-10-01,1600
221,2012-10-01,1605
221,2012-10-01,1610
223,2012-10-01,1615
224,2012-10-01,1620
224,2012-10-01,1625
225,2012-10-01,1630
226,2012-10-01,1635
229,2012-10-01,1640
229,2012-10-01,1645
230,2012-10-01,1650
230,2012-10-01,1655
231,2012-10-01,1700
235,2012-10-01,1705
238,2012-10-01,1710
238,2012-10-01,1715
239,2012-10-01,1720
240,2012-10-01,1725
241,2012-10-01,1730
242,2012-10-01,1735
244,2012-10-01,1740
244,2012-10-01,1745
245,2012-10-01,1750
246,2012-10-01,1755
248,2012-10-01,1800
250,2012-10-01,1805
251,2012-10-01,1810
251,2012-10-01,1815
252,2012-10-01,1820
253,2012-10-01,1825
253,2012-10-01,1830
254,2012-10-01,1835
256,2012-10-01,1840
256,2012-10-01,1845
256,2012-10-01,1850
257,2012-10-01,1855
259,2012-10-01,1900
262,2012-10-01,1905
263,2012-10-01,1910
263,2012-10-01,1915
264,2012-10-01,1920
265,2012-10-01,1925
265,2012-10-01,1930
267,2012-10-01,1935
267,2012-10-01,1940
268,2012-10-01,1945
269,2012-10-01,1950
270,2012-10-01,1955
272,2012-10-01,2000
273,2012-10-01,2005
273,2012-10-01,2010
275,2012-10-01,2015
276,2012-10-01,2020
276,2012-10-01,2025
276,2012-10-01,2030
277,2012-10-01,2035
277,2012-10-01,2040
278,2012-10-01,2045
279,2012-10-01,2050
279,2012-10-01,2055
281,2012-10-01,2100
281,2012-10-01,2105
281,2012-10-01,2110
282,2012-10-01,2115
282,2012-10-01,2120
283,2012-10-01,2125
284,2012-10-01,2130
284,2012-10-01,2135
285,2012-10-01,2140
285,2012-10-01,2145
285,2012-10-01,2150
288,2012-10-01,2155
288,2012-10-01,2200
289,2012-10-01,2205
289,2012-10-01,2210
289,2012-10-01,2215
290,2012-10-01,2220
291,2012-10-01,2225
292,2012-10-01,2230
292,2012-10-01,2235
292,2012-10-01,2240
293,2012-10-01,2245
294,2012-10-01,2250
295,2012-10-01,2255
295,2012-10-01,2300
295,2012-10-01,2305
295,2012-10-01,2310
296,2012-10-01,2315
297,2012-10-01,2320
299,2012-10-01,2325
299,2012-10-01,2330
300,2012-10-01,2335
300,2012-10-01,2340
300,2012-10-01,2345
300,2012-10-01,2350
300,2012-10-01,2355
0,2012-10-02,0
0,2012-10-02,5
0,2012-10-02,10
0,2012-10-02,15
0,2012-10-02,20
0,2012-10-02,25
0,2012-10-02,30
0,2012-10-02,35
0,2012-10-02,40
0,2012-10-02,45
0,2012-10-02,50
0,2012-10-02,55
0,2012-10-02,100
0,2012-10-02,105
0,2012-10-02,110
0,2012-10-02,115
0,2012-10-02,120
0,2012-10-02,125
0,2012-10-02,130
0,2012-10-02,135
0,2012-10-02,140
0,2012-10-02,145
0,2012-10-02,150
0,2012-10-02,155
0,2012-10-02,200
0,2012-10-02,205
0,2012-10-02,210
0,2012-10-02,215
0,2012-10-02,220
0,2012-10-02,225
0,2012-10-02,230
0,2012-10-02,235
0,2012-10-02,240
0,2012-10-02,245
0,2012-10-02,250
0,2012-10-02,255
0,2012-10-02,300
0,2012-10-02,305
0,2012-10-02,310
0,2012-10-02,315
0,2012-10-02,320
0,2012-10-02,325
0,2012-10-02,330
0,2012-10-02,335
0,2012-10-02,340
0,2012-10-02,345
0,2012-10-02,350
0,2012-10-02,355
0,2012-10-02,400
0,2012-10-02,405
0,2012-10-02,410
0,2012-10-02,415
0,2012-10-02,420
0,2012-10-02,425
0,2012-10-02,430
0,2012-10-02,435
0,2012-10-02,440
0,2012-10-02,445
0,2012-10-02,450
0,2012-10-02,455
0,2012-10-02,500
0,2012-10-02,505
0,2012-10-02,510
0,2012-10-02,515
0,2012-10-02,520
0,2012-10-02,525
0,2012-10-02,530
0,2012-10-02,535
0,2012-10-02,540
0,2012-10-02,545
0,2012-10-02,550
0,2012-10-02,555
0,2012-10-02,600
0,2012-10-02,605
0,2012-10-02,610
0,2012-10-02,615
0,2012-10-02,620
0,2012-10-02,625
0,2012-10-02,630
0,2012-10-02,635
0,2012-10-02,640
0,2012-10-02,645
0,2012-10-02,650
0,2012-10-02,655
0,2012-10-02,700
0,2012-10-02,705
0,2012-10-02,710
0,2012-10-02,715
0,2012-10-02,720
0,2012-10-02,725
0,2012-10-02,730
0,2012-10-02,735
0,2012-10-02,740
0,2012-10-02,745
0,2012-10-02,750
0,2012-10-02,755
0,2012-10-02,800
0,2012-10-02,805
0,2012-10-02,810
0,2012-10-02,815
0,2012-10-02,820
0,2012-10-02,825
0,2012-10-02,830
0,2012-10-02,835
0,2012-10-02,840
0,2012-10-02,845
0,2012-10-02,850
0,2012-10-02,855
0,2012-10-02,900
0,2012-10-02,905
0,2012-10-02,910
0,2012-10-02,915
0,2012-10-02,920
0,2012-10-02,925
0,2012-10-02,930
0,2012-10-02,935
0,2012-10-02,940
0,2012-10-02,945
0,2012-10-02,950
0,2012-10-02,955
0,2012-10-02,1000
0,2012-10-02,1005
0,2012-10-02,1010
0,2012-10-02,1015
0,2012-10-02,1020
0,2012-10-02,1025
0,2012-10-02,1030
0,2012-10-02,1035
0,2012-10-02,1040
0,2012-10-02,1045
0,2012-10-02,1050
0,2012-10-02,1055
0,2012-10-02,1100
0,2012-10-02,1105
0,2012-10-02,1110
0,2012-10-02,1115
0,2012-10-02,1120
0,2012-10-02,1125
0,2012-10-02,1130
0,2012-10-02,1135
0,2012-10-02,1140
0,2012-10-02,1145
0,2012-10-02,1150
0,2012-10-02,1155
0,2012-10-02,1200
0,2012-10-02,1205
0,2012-10-02,1210
0,2012-10-02,1215
0,2012-10-02,1220
0,2012-10-02,1225
0,2012-10-02,1230
0,2012-10-02,1235
0,2012-10-02,1240
0,2012-10-02,1245
0,2012-10-02,1250
0,2012-10-02,1255
0,2012-10-02,1300
0,2012-10-02,1305
0,2012-10-02,1310
0,2012-10-02,1315
0,2012-10-02,1320
0,2012-10-02,1325
0,2012-10-02,1330
0,2012-10-02,1335
0,2012-10-02,1340
0,2012-10-02,1345
0,2012-10-02,1350
0,2012-10-02,1355
0,2012-10-02,1400
0,2012-10-02,1405
0,2012-10-02,1410
0,2012-10-02,1415
0,2012-10-02,1420
0,2012-10-02,1425
0,2012-10-02,1430
0,2012-10-02,1435
0,2012-10-02,1440
0,2012-10-02,1445
0,2012-10-02,1450
0,2012-10-02,1455
0,2012-10-02,1500
0,2012-10-02,1505
0,2012-10-02,1510
0,2012-10-02,1515
0,2012-10-02,1520
0,2012-10-02,1525
0,2012-10-02,1530
0,2012-10-02,1535
0,2012-10-02,1540
0,2012-10-02,1545
0,2012-10-02,1550
0,2012-10-02,1555
0,2012-10-02,1600
0,2012-10-02,1605
0,2012-10-02,1610
0,2012-10-02,1615
0,2012-10-02,1620
0,2012-10-02,1625
0,2012-10-02,1630
0,2012-10-02,1635
0,2012-10-02,1640
0,2012-10-02,1645
0,2012-10-02,1650
0,2012-10-02,1655
0,2012-10-02,1700
0,2012-10-02,1705
0,2012-10-02,1710
0,2012-10-02,1715
0,2012-10-02,1720
0,2012-10-02,1725
0,2012-10-02,1730
0,2012-10-02,1735
0,2012-10-02,1740
0,2012-10-02,1745
0,2012-10-02,1750
0,2012-10-02,1755
0,2012-10-02,1800
0,2012-10-02,1805
0,2012-10-02,1810
0,2012-10-02,1815
0,2012-10-02,1820
0,2012-10-02,1825
0,2012-10-02,1830
0,2012-10-02,1835
0,2012-10-02,1840
0,2012-10-02,1845
0,2012-10-02,1850
0,2012-10-02,1855
0,2012-10-02,1900
0,2012-10-02,1905
0,2012-10-02,1910
0,2012-10-02,1915
0,2012-10-02,1920
0,2012-10-02,1925
0,2012-10-02,1930
0,2012-10-02,1935
0,2012-10-02,1940
0,2012-10-02,1945
0,2012-10-02,1950
0,2012-10-02,1955
0,2012-10-02,2000
0,2012-10-02,2005
0,2012-10-02,2010
0,2012-10-02,2015
0,2012-10-02,2020
0,2012-10-02,2025
0,2012-10-02,2030
0,2012-10-02,2035
0,2012-10-02,2040
0,2012-10-02,2045
0,2012-10-02,2050
0,2012-10-02,2055
0,2012-10-02,2100
0,2012-10-02,2105
0,2012-10-02,2110
0,2012-10-02,2115
0,2012-10-02,2120
0,2012-10-02,2125
0,2012-10-02,2130
0,2012-10-02,2135
0,2012-10-02,2140
0,2012-10-02,2145
0,2012-10-02,2150
0,2012-10-02,2155
0,2012-10-02,2200
0,2012-10-02,2205
0,2012-10-02,2210
0,2012-10-02,2215
0,2012-10-02,2220
0,2012-10-02,2225
0,2012-10-02,2230
0,2012-10-02,2235
0,2012-10-02,2240
0,2012-10-02,2245
0,2012-10-02,2250
0,2012-10-02,2255
0,2012-10-02,2300
0,2012-10-02,2305
0,2012-10-02,2310
0,2012-10-02,2315
0,2012-10-02,2320
0,2012-10-02,2325
0,2012-10-02,2330
0,2012-10-02,2335
0,2012-10-02,2340
0,2012-10-02,2345
117,2012-10-02,2350
9,2012-10-02,2355
0,2012-10-03,0
0,2012-10-03,5
0,2012-10-03,10
0,2012-10-03,15
0,2012-10-03,20
0,2012-10-03,25
0,2012-10-03,30
0,2012-10-03,35
0,2012-10-03,40
0,2012-10-03,45
0,2012-10-03,50
0,2012-10-03,55
0,2012-10-03,100
0,2012-10-03,105
0,2012-10-03,110
0,2012-10-03,115
0,2012-10-03,120
0,2012-10-03,125
0,2012-10-03,130
0,2012-10-03,135
0,2012-10-03,140
0,2012-10-03,145
0,2012-10-03,150
0,2012-10-03,155
0,2012-10-03,200
0,2012-10-03,205
0,2012-10-03,210
0,2012-10-03,215
0,2012-10-03,220
0,2012-10-03,225
0,2012-10-03,230
0,2012-10-03,235
0,2012-10-03,240
0,2012-10-03,245
0,2012-10-03,250
0,2012-10-03,255
0,2012-10-03,300
0,2012-10-03,305
0,2012-10-03,310
0,2012-10-03,315
0,2012-10-03,320
0,2012-10-03,325
0,2012-10-03,330
0,2012-10-03,335
0,2012-10-03,340
0,2012-10-03,345
0,2012-10-03,350
0,2012-10-03,355
0,2012-10-03,400
0,2012-10-03,405
0,2012-10-03,410
0,2012-10-03,415
0,2012-10-03,420
0,2012-10-03,425
0,2012-10-03,430
0,2012-10-03,435
0,2012-10-03,440
0,2012-10-03,445
0,2012-10-03,450
0,2012-10-03,455
0,2012-10-03,500
0,2012-10-03,505
0,2012-10-03,510
0,2012-10-03,515
0,2012-10-03,520
0,2012-10-03,525
0,2012-10-03,530
0,2012-10-03,535
0,2012-10-03,540
0,2012-10-03,545
0,2012-10-03,550
0,2012-10-03,555
0,2012-10-03,600
0,2012-10-03,605
0,2012-10-03,610
0,2012-10-03,615
0,2012-10-03,620
0,2012-10-03,625
0,2012-10-03,630
0,2012-10-03,635
0,2012-10-03,640
0,2012-10-03,645
0,2012-10-03,650
0,2012-10-03,655
0,2012-10-03,700
0,2012-10-03,705
0,2012-10-03,710
0,2012-10-03,715
0,2012-10-03,720
0,2012-10-03,725
0,2012-10-03,730
0,2012-10-03,735
0,2012-10-03,740
0,2012-10-03,745
0,2012-10-03,750
0,2012-10-03,755
0,2012-10-03,800
0,2012-10-03,805
0,2012-10-03,810
0,2012-10-03,815
0,2012-10-03,820
0,2012-10-03,825
0,2012-10-03,830
0,2012-10-03,835
0,2012-10-03,840
0,2012-10-03,845
0,2012-10-03,850
0,2012-10-03,855
0,2012-10-03,900
0,2012-10-03,905
0,2012-10-03,910
0,2012-10-03,915
0,2012-10-03,920
0,2012-10-03,925
0,2012-10-03,930
0,2012-10-03,935
0,2012-10-03,940
0,2012-10-03,945
0,2012-10-03,950
0,2012-10-03,955
0,2012-10-03,1000
0,2012-10-03,1005
0,2012-10-03,1010
0,2012-10-03,1015
0,2012-10-03,1020
0,2012-10-03,1025
0,2012-10-03,1030
0,2012-10-03,1035
0,2012-10-03,1040
0,2012-10-03,1045
0,2012-10-03,1050
0,2012-10-03,1055
0,2012-10-03,1100
0,2012-10-03,1105
0,2012-10-03,1110
0,2012-10-03,1115
0,2012-10-03,1120
0,2012-10-03,1125
0,2012-10-03,1130
0,2012-10-03,1135
0,2012-10-03,1140
0,2012-10-03,1145
0,2012-10-03,1150
0,2012-10-03,1155
0,2012-10-03,1200
0,2012-10-03,1205
0,2012-10-03,1210
0,2012-10-03,1215
0,2012-10-03,1220
0,2012-10-03,1225
0,2012-10-03,1230
0,2012-10-03,1235
0,2012-10-03,1240
0,2012-10-03,1245
0,2012-10-03,1250
0,2012-10-03,1255
0,2012-10-03,1300
0,2012-10-03,1305
0,2012-10-03,1310
0,2012-10-03,1315
0,2012-10-03,1320
0,2012-10-03,1325
0,2012-10-03,1330
0,2012-10-03,1335
0,2012-10-03,1340
0,2012-10-03,1345
0,2012-10-03,1350
0,2012-10-03,1355
0,2012-10-03,1400
0,2012-10-03,1405
0,2012-10-03,1410
0,2012-10-03,1415
0,2012-10-03,1420
0,2012-10-03,1425
0,2012-10-03,1430
0,2012-10-03,1435
0,2012-10-03,1440
0,2012-10-03,1445
0,2012-10-03,1450
0,2012-10-03,1455
0,2012-10-03,1500
0,2012-10-03,1505
0,2012-10-03,1510
0,2012-10-03,1515
0,2012-10-03,1520
0,2012-10-03,1525
0,2012-10-03,1530
0,2012-10-03,1535
0,2012-10-03,1540
0,2012-10-03,1545
0,2012-10-03,1550
0,2012-10-03,1555
0,2012-10-03,1600
0,2012-10-03,1605
0,2012-10-03,1610
0,2012-10-03,1615
0,2012-10-03,1620
0,2012-10-03,1625
0,2012-10-03,1630
0,2012-10-03,1635
0,2012-10-03,1640
0,2012-10-03,1645
0,2012-10-03,1650
0,2012-10-03,1655
0,2012-10-03,1700
0,2012-10-03,1705
0,2012-10-03,1710
10,2012-10-03,1715
100,2012-10-03,1720
116,2012-10-03,1725
126,2012-10-03,1730
128,2012-10-03,1735
138,2012-10-03,1740
145,2012-10-03,1745
15,2012-10-03,1750
15,2012-10-03,1755
15,2012-10-03,1800
15,2012-10-03,1805
154,2012-10-03,1810
159,2012-10-03,1815
16,2012-10-03,1820
161,2012-10-03,1825
161,2012-10-03,1830
19,2012-10-03,1835
193,2012-10-03,1840
198,2012-10-03,1845
20,2012-10-03,1850
21,2012-10-03,1855
22,2012-10-03,1900
22,2012-10-03,1905
245,2012-10-03,1910
25,2012-10-03,1915
251,2012-10-03,1920
26,2012-10-03,1925
298,2012-10-03,1930
32,2012-10-03,1935
32,2012-10-03,1940
323,2012-10-03,1945
33,2012-10-03,1950
34,2012-10-03,1955
36,2012-10-03,2000
36,2012-10-03,2005
36,2012-10-03,2010
39,2012-10-03,2015
4,2012-10-03,2020
41,2012-10-03,2025
411,2012-10-03,2030
413,2012-10-03,2035
415,2012-10-03,2040
42,2012-10-03,2045
42,2012-10-03,2050
44,2012-10-03,2055
46,2012-10-03,2100
46,2012-10-03,2105
51,2012-10-03,2110
51,2012-10-03,2115
516,2012-10-03,2120
519,2012-10-03,2125
52,2012-10-03,2130
529,2012-10-03,2135
53,2012-10-03,2140
533,2012-10-03,2145
534,2012-10-03,2150
56,2012-10-03,2155
562,2012-10-03,2200
57,2012-10-03,2205
600,2012-10-03,2210
61,2012-10-03,2215
612,2012-10-03,2220
613,2012-10-03,2225
69,2012-10-03,2230
7,2012-10-03,2235
7,2012-10-03,2240
72,2012-10-03,2245
73,2012-10-03,2250
73,2012-10-03,2255
75,2012-10-03,2300
8,2012-10-03,2305
8,2012-10-03,2310
80,2012-10-03,2315
80,2012-10-03,2320
88,2012-10-03,2325
9,2012-10-03,2330
9,2012-10-03,2335
90,2012-10-03,2340
90,2012-10-03,2345
97,2012-10-03,2350
99,2012-10-03,2355
0,2012-10-04,0
0,2012-10-04,5
0,2012-10-04,10
0,2012-10-04,15
0,2012-10-04,20
0,2012-10-04,25
0,2012-10-04,30
0,2012-10-04,35
0,2012-10-04,40
0,2012-10-04,45
0,2012-10-04,50
0,2012-10-04,55
0,2012-10-04,100
0,2012-10-04,105
0,2012-10-04,110
0,2012-10-04,115
0,2012-10-04,120
0,2012-10-04,125
0,2012-10-04,130
0,2012-10-04,135
0,2012-10-04,140
0,2012-10-04,145
0,2012-10-04,150
0,2012-10-04,155
0,2012-10-04,200
0,2012-10-04,205
0,2012-10-04,210
0,2012-10-04,215
0,2012-10-04,220
0,2012-10-04,225
0,2012-10-04,230
0,2012-10-04,235
0,2012-10-04,240
0,2012-10-04,245
0,2012-10-04,250
0,2012-10-04,255
0,2012-10-04,300
0,2012-10-04,305
0,2012-10-04,310
0,2012-10-04,315
0,2012-10-04,320
0,2012-10-04,325
0,2012-10-04,330
0,2012-10-04,335
0,2012-10-04,340
0,2012-10-04,345
0,2012-10-04,350
0,2012-10-04,355
0,2012-10-04,400
0,2012-10-04,405
0,2012-10-04,410
0,2012-10-04,415
0,2012-10-04,420
0,2012-10-04,425
0,2012-10-04,430
0,2012-10-04,435
0,2012-10-04,440
0,2012-10-04,445
0,2012-10-04,450
0,2012-10-04,455
0,2012-10-04,500
0,2012-10-04,505
0,2012-10-04,510
0,2012-10-04,515
0,2012-10-04,520
0,2012-10-04,525
0,2012-10-04,530
0,2012-10-04,535
0,2012-10-04,540
0,2012-10-04,545
0,2012-10-04,550
0,2012-10-04,555
0,2012-10-04,600
0,2012-10-04,605
0,2012-10-04,610
0,2012-10-04,615
0,2012-10-04,620
0,2012-10-04,625
0,2012-10-04,630
0,2012-10-04,635
0,2012-10-04,640
0,2012-10-04,645
0,2012-10-04,650
0,2012-10-04,655
0,2012-10-04,700
0,2012-10-04,705
0,2012-10-04,710
0,2012-10-04,715
0,2012-10-04,720
0,2012-10-04,725
0,2012-10-04,730
0,2012-10-04,735
0,2012-10-04,740
0,2012-10-04,745
0,2012-10-04,750
0,2012-10-04,755
0,2012-10-04,800
0,2012-10-04,805
0,2012-10-04,810
0,2012-10-04,815
0,2012-10-04,820
0,2012-10-04,825
0,2012-10-04,830
0,2012-10-04,835
0,2012-10-04,840
0,2012-10-04,845
0,2012-10-04,850
0,2012-10-04,855
0,2012-10-04,900
0,2012-10-04,905
0,2012-10-04,910
0,2012-10-04,915
0,2012-10-04,920
0,2012-10-04,925
0,2012-10-04,930
0,2012-10-04,935
0,2012-10-04,940
0,2012-10-04,945
0,2012-10-04,950
0,2012-10-04,955
0,2012-10-04,1000
0,2012-10-04,1005
0,2012-10-04,1010
0,2012-10-04,1015
0,2012-10-04,1020
0,2012-10-04,1025
0,2012-10-04,1030
0,2012-10-04,1035
0,2012-10-04,1040
0,2012-10-04,1045
0,2012-10-04,1050
0,2012-10-04,1055
0,2012-10-04,1100
0,2012-10-04,1105
0,2012-10-04,1110
0,2012-10-04,1115
0,2012-10-04,1120
0,2012-10-04,1125
0,2012-10-04,1130
0,2012-10-04,1135
0,2012-10-04,1140
0,2012-10-04,1145
0,2012-10-04,1150
0,2012-10-04,1155
0,2012-10-04,1200
0,2012-10-04,1205
0,2012-10-04,1210
0,2012-10-04,1215
0,2012-10-04,1220
0,2012-10-04,1225
0,2012-10-04,1230
0,2012-10-04,1235
0,2012-10-04,1240
0,2012-10-04,1245
0,2012-10-04,1250
0,2012-10-04,1255
0,2012-10-04,1300
0,2012-10-04,1305
0,2012-10-04,1310
0,2012-10-04,1315
0,2012-10-04,1320
0,2012-10-04,1325
0,2012-10-04,1330
0,2012-10-04,1335
0,2012-10-04,1340
0,2012-10-04,1345
0,2012-10-04,1350
0,2012-10-04,1355
0,2012-10-04,1400
0,2012-10-04,1405
0,2012-10-04,1410
0,2012-10-04,1415
0,2012-10-04,1420
0,2012-10-04,1425
0,2012-10-04,1430
0,2012-10-04,1435
0,2012-10-04,1440
0,2012-10-04,1445
0,2012-10-04,1450
0,2012-10-04,1455
0,2012-10-04,1500
0,2012-10-04,1505
0,2012-10-04,1510
0,2012-10-04,1515
0,2012-10-04,1520
0,2012-10-04,1525
0,2012-10-04,1530
0,2012-10-04,1535
1,2012-10-04,1540
1,2012-10-04,1545
101,2012-10-04,1550
106,2012-10-04,1555
113,2012-10-04,1600
114,2012-10-04,1605
122,2012-10-04,1610
127,2012-10-04,1615
128,2012-10-04,1620
144,2012-10-04,1625
145,2012-10-04,1630
15,2012-10-04,1635
15,2012-10-04,1640
16,2012-10-04,1645
16,2012-10-04,1650
160,2012-10-04,1655
17,2012-10-04,1700
17,2012-10-04,1705
17,2012-10-04,1710
17,2012-10-04,1715
175,2012-10-04,1720
18,2012-10-04,1725
18,2012-10-04,1730
18,2012-10-04,1735
180,2012-10-04,1740
181,2012-10-04,1745
20,2012-10-04,1750
20,2012-10-04,1755
21,2012-10-04,1800
21,2012-10-04,1805
229,2012-10-04,1810
25,2012-10-04,1815
25,2012-10-04,1820
259,2012-10-04,1825
27,2012-10-04,1830
28,2012-10-04,1835
285,2012-10-04,1840
29,2012-10-04,1845
30,2012-10-04,1850
31,2012-10-04,1855
31,2012-10-04,1900
31,2012-10-04,1905
310,2012-10-04,1910
32,2012-10-04,1915
33,2012-10-04,1920
33,2012-10-04,1925
35,2012-10-04,1930
354,2012-10-04,1935
36,2012-10-04,1940
37,2012-10-04,1945
40,2012-10-04,1950
40,2012-10-04,1955
40,2012-10-04,2000
41,2012-10-04,2005
423,2012-10-04,2010
43,2012-10-04,2015
44,2012-10-04,2020
453,2012-10-04,2025
46,2012-10-04,2030
47,2012-10-04,2035
49,2012-10-04,2040
49,2012-10-04,2045
49,2012-10-04,2050
496,2012-10-04,2055
499,2012-10-04,2100
507,2012-10-04,2105
508,2012-10-04,2110
510,2012-10-04,2115
519,2012-10-04,2120
522,2012-10-04,2125
527,2012-10-04,2130
53,2012-10-04,2135
531,2012-10-04,2140
547,2012-10-04,2145
56,2012-10-04,2150
57,2012-10-04,2155
57,2012-10-04,2200
59,2012-10-04,2205
59,2012-10-04,2210
6,2012-10-04,2215
62,2012-10-04,2220
65,2012-10-04,2225
66,2012-10-04,2230
66,2012-10-04,2235
68,2012-10-04,2240
7,2012-10-04,2245
7,2012-10-04,2250
7,2012-10-04,2255
7,2012-10-04,2300
73,2012-10-04,2305
77,2012-10-04,2310
77,2012-10-04,2315
78,2012-10-04,2320
79,2012-10-04,2325
82,2012-10-04,2330
86,2012-10-04,2335
87,2012-10-04,2340
90,2012-10-04,2345
92,2012-10-04,2350
99,2012-10-04,2355
0,2012-10-05,0
0,2012-10-05,5
0,2012-10-05,10
0,2012-10-05,15
0,2012-10-05,20
0,2012-10-05,25
0,2012-10-05,30
0,2012-10-05,35
0,2012-10-05,40
0,2012-10-05,45
0,2012-10-05,50
0,2012-10-05,55
0,2012-10-05,100
0,2012-10-05,105
0,2012-10-05,110
0,2012-10-05,115
0,2012-10-05,120
0,2012-10-05,125
0,2012-10-05,130
0,2012-10-05,135
0,2012-10-05,140
0,2012-10-05,145
0,2012-10-05,150
0,2012-10-05,155
0,2012-10-05,200
0,2012-10-05,205
0,2012-10-05,210
0,2012-10-05,215
0,2012-10-05,220
0,2012-10-05,225
0,2012-10-05,230
0,2012-10-05,235
0,2012-10-05,240
0,2012-10-05,245
0,2012-10-05,250
0,2012-10-05,255
0,2012-10-05,300
0,2012-10-05,305
0,2012-10-05,310
0,2012-10-05,315
0,2012-10-05,320
0,2012-10-05,325
0,2012-10-05,330
0,2012-10-05,335
0,2012-10-05,340
0,2012-10-05,345
0,2012-10-05,350
0,2012-10-05,355
0,2012-10-05,400
0,2012-10-05,405
0,2012-10-05,410
0,2012-10-05,415
0,2012-10-05,420
0,2012-10-05,425
0,2012-10-05,430
0,2012-10-05,435
